transcript_id	WT_2mos	TG_2mos	WT_4mos	TG_4mos	WT_6mos	WT_8mos	TG_8mos	TG_6mos
PB.4240.8	0	0	1	0	0	1	0	0
PB.4241.15	1	1	0	0	3	1	0	0
PB.4241.16	3	4	2	4	4	2	3	1
PB.4241.3	137	134	118	127	145	166	116	104
PB.4242.1	0	1	0	0	0	0	1	0
PB.4242.2	1	0	1	0	0	0	0	0
PB.4242.3	1	2	2	1	0	0	0	0
PB.4243.1	1	0	0	0	0	0	1	0
PB.4244.1	11	17	8	15	7	8	9	17
PB.4244.2	0	0	0	0	0	1	0	1
PB.4244.5	0	0	0	0	1	1	0	0
PB.4244.6	2	5	1	2	1	3	0	1
PB.4245.1	7	7	2	11	1	3	4	10
PB.4245.2	1	0	0	2	0	0	1	0
PB.4245.3	2	0	0	0	0	0	1	0
PB.4245.4	0	0	1	1	0	0	0	0
PB.4245.5	0	0	0	1	2	0	1	0
PB.4246.1	1	1	2	3	0	3	0	1
PB.4246.2	2	1	0	0	0	1	0	0
PB.4247.1	2	4	1	2	2	3	2	0
PB.4251.1	2	0	0	1	2	0	1	0
PB.4251.2	0	1	0	0	0	1	0	0
PB.4252.1	0	0	0	2	0	0	1	0
PB.4252.2	0	0	1	0	0	0	0	1
PB.4252.3	0	0	0	0	1	0	1	0
PB.4253.1	0	0	0	0	0	0	1	1
PB.4254.2	0	1	0	0	0	1	0	2
PB.4254.3	1	0	0	0	0	1	0	0
PB.4255.1	1	2	1	7	2	1	1	1
PB.4255.2	0	1	0	0	1	0	0	0
PB.4255.3	0	1	0	0	0	0	1	0
PB.4255.4	0	0	1	0	1	0	0	0
PB.4255.5	0	2	0	0	1	0	0	1
PB.4255.6	1	1	0	0	0	0	0	0
PB.4255.7	0	0	0	2	0	1	0	0
PB.4256.1	1	3	2	2	0	1	2	2
PB.4257.1	0	0	1	0	1	0	0	0
PB.4257.2	0	0	1	0	0	0	0	2
PB.4257.3	5	5	4	8	1	7	2	9
PB.4257.4	3	0	0	2	0	0	0	0
PB.4257.6	0	0	1	0	0	0	0	1
PB.4257.7	1	0	1	0	0	0	1	0
PB.4257.9	1	0	0	1	0	0	0	0
PB.4258.1	3	3	1	3	1	2	1	1
PB.4258.2	1	0	1	0	1	0	0	0
PB.4259.1	3	4	4	0	1	0	0	0
PB.4259.2	6	11	4	3	1	10	3	7
PB.4259.3	1	0	0	0	0	0	0	1
PB.4259.4	0	2	1	0	1	0	0	0
PB.4259.5	1	0	0	0	0	1	0	0
PB.4260.1	1	0	0	1	0	1	0	0
PB.4261.1	0	2	1	1	0	1	0	0
PB.4267.2	1	0	0	0	0	0	0	1
PB.4268.1	1	1	0	0	0	0	0	0
PB.4269.1	1	0	0	0	1	0	0	0
PB.4269.2	0	0	0	0	2	0	0	0
PB.4270.1	2	6	7	4	5	3	3	3
PB.4270.3	1	0	0	0	0	1	0	0
PB.4274.2	0	0	1	1	0	2	2	1
PB.4275.1	0	0	1	0	0	0	1	0
PB.4276.1	1	0	0	0	0	0	1	0
PB.4278.1	0	1	1	0	0	0	1	0
PB.4278.2	0	0	2	1	0	0	0	1
PB.4280.4	1	0	0	0	0	0	0	1
PB.4281.1	0	0	1	1	0	0	0	0
PB.4284.1	2	0	0	0	0	0	0	0
PB.4284.2	2	0	0	0	1	0	0	0
PB.4286.1	2	1	0	1	0	0	1	0
PB.4287.1	1	1	1	0	0	1	0	1
PB.4287.2	0	0	0	1	0	1	0	0
PB.4287.3	0	1	0	0	1	0	0	0
PB.4287.4	1	0	3	0	0	1	0	0
PB.4288.1	1	0	0	1	0	0	0	0
PB.4288.2	2	1	2	0	0	3	1	0
PB.4289.1	0	2	1	0	0	0	0	0
PB.4289.2	0	0	0	1	0	1	0	0
PB.4289.3	0	1	1	0	1	0	0	0
PB.4290.1	1	0	0	0	0	0	1	0
PB.4291.1	0	0	0	1	0	0	1	0
PB.4291.2	1	0	1	0	0	0	0	0
PB.4291.4	0	0	0	0	0	0	1	1
PB.4292.2	6	1	3	2	1	1	0	1
PB.4293.1	0	4	1	0	0	2	0	0
PB.4294.1	0	0	0	0	1	0	0	1
PB.4296.1	0	1	1	0	0	0	0	1
PB.4297.2	4	2	3	5	2	3	2	8
PB.4298.1	1	1	1	7	0	0	1	4
PB.4298.2	1	0	1	0	1	1	0	0
PB.4299.1	0	0	0	2	0	1	0	0
PB.4300.1	0	0	0	1	1	1	0	0
PB.4301.1	1	2	2	1	2	1	0	1
PB.4302.1	0	0	0	0	1	0	1	0
PB.4302.2	1	0	0	1	0	0	0	0
PB.4303.1	2	0	0	2	1	1	1	3
PB.4303.3	0	2	0	0	0	0	0	0
PB.4303.4	0	1	2	0	0	2	0	0
PB.4303.6	0	0	1	1	0	3	0	0
PB.4306.1	1	0	0	0	1	0	0	0
PB.4307.2	2	4	0	1	1	0	0	1
PB.4307.3	0	0	0	2	0	0	0	0
PB.4307.4	0	0	0	2	0	0	0	0
PB.4308.1	0	1	0	0	0	1	1	0
PB.4309.1	1	0	0	1	0	1	0	0
PB.4310.1	0	1	1	0	0	0	0	0
PB.4311.1	0	1	1	0	0	0	0	0
PB.4312.2	0	1	1	0	0	2	1	1
PB.4315.1	0	0	0	0	1	0	0	1
PB.4316.1	1	0	1	1	0	0	0	0
PB.4317.1	0	0	0	2	0	3	0	0
PB.4318.1	0	1	1	3	1	1	1	0
PB.4319.1	1	1	0	0	2	0	0	0
PB.4320.2	0	1	0	0	0	3	0	1
PB.4320.3	0	1	0	1	1	1	0	3
PB.4321.1	0	0	0	0	1	0	0	1
PB.4322.1	0	0	0	0	1	0	0	1
PB.4322.4	1	1	0	0	0	0	1	0
PB.4322.5	0	0	1	1	0	0	0	0
PB.4322.7	0	1	0	0	0	0	0	1
PB.4323.1	1	1	0	0	0	1	0	0
PB.4326.1	1	0	0	1	0	0	0	0
PB.4326.2	0	0	1	0	0	1	0	0
PB.4330.2	1	1	0	2	0	0	1	0
PB.4331.3	38	41	21	38	20	36	27	16
PB.4331.5	2	1	1	4	1	0	0	0
PB.4331.6	1	0	0	1	0	1	0	1
PB.4331.7	0	1	1	1	1	3	0	0
PB.4332.1	1	1	0	0	0	0	0	0
PB.4333.1	1	1	0	1	2	1	0	0
PB.4333.2	1	2	1	0	0	0	1	1
PB.4334.1	2	1	0	1	0	0	0	0
PB.4335.1	0	0	0	0	1	0	1	0
PB.4336.1	13	11	5	7	4	6	6	3
PB.4337.1	0	1	0	0	1	0	0	0
PB.4337.2	0	1	0	0	0	0	1	0
PB.4338.1	2	0	1	2	1	0	0	1
PB.4339.1	0	1	1	0	0	0	0	0
PB.4339.2	0	0	0	0	0	1	0	1
PB.4339.3	0	1	0	0	0	0	1	0
PB.4339.4	1	0	1	0	0	0	0	0
PB.4339.6	1	3	0	0	0	1	0	2
PB.4339.7	0	0	0	1	0	0	0	1
PB.4339.8	0	0	0	1	0	1	0	0
PB.4340.1	0	1	0	1	0	0	1	1
PB.4340.2	1	1	0	0	2	0	0	0
PB.4340.3	1	0	1	0	0	0	0	0
PB.4341.1	0	1	2	1	0	4	0	1
PB.4342.1	0	0	2	0	0	0	0	0
PB.4343.1	1	0	0	0	1	0	0	0
PB.4343.3	1	2	0	1	0	0	0	0
PB.4343.4	0	1	0	0	1	0	0	0
PB.4343.5	0	0	1	0	1	1	0	0
PB.4343.6	18	41	25	21	13	27	24	15
PB.4343.7	2	2	0	0	1	0	0	0
PB.4343.8	0	0	0	1	0	1	0	0
PB.4343.9	1	0	0	0	1	0	0	0
PB.4344.1	1	0	0	0	1	0	0	0
PB.4345.1	0	1	1	1	0	0	0	0
PB.4346.1	0	0	1	1	0	0	0	0
PB.4347.1	0	0	1	1	1	0	0	0
PB.4348.1	0	2	0	0	0	0	0	0
PB.4348.2	1	1	0	0	0	0	0	0
PB.4348.3	1	1	1	2	2	1	0	0
PB.4349.1	1	2	2	7	3	2	1	7
PB.4349.2	1	0	0	0	0	1	0	0
PB.4349.3	0	0	1	0	1	0	0	0
PB.4349.4	0	0	0	1	1	0	0	1
PB.4349.5	0	1	0	1	0	0	0	0
PB.4351.1	0	0	1	3	1	1	0	0
PB.4351.2	14	13	18	18	18	19	6	13
PB.4351.3	1	2	2	0	1	0	0	0
PB.4351.4	0	0	1	0	3	0	0	0
PB.4352.2	0	1	0	0	0	1	0	0
PB.4353.2	0	0	1	0	0	1	0	2
PB.4353.4	0	2	0	0	1	2	0	0
PB.4354.1	0	0	0	0	0	1	0	1
PB.4355.1	1	1	1	1	0	0	0	0
PB.4356.1	3	2	3	2	1	4	2	2
PB.4356.2	7	5	4	3	0	3	2	5
PB.4356.3	2	0	0	0	0	1	1	0
PB.4357.1	1	1	0	2	0	1	0	0
PB.4357.2	0	2	0	0	0	0	0	0
PB.4357.3	0	1	0	0	0	0	1	0
PB.4357.4	0	0	0	2	1	1	0	0
PB.4357.5	1	2	0	1	0	0	0	3
PB.4358.1	0	1	1	0	0	2	0	0
PB.4359.1	6	2	2	5	7	3	0	2
PB.4360.1	0	1	1	1	0	0	1	0
PB.4360.2	0	0	1	1	0	0	1	1
PB.4360.3	0	1	0	0	1	0	0	0
PB.4361.2	1	0	0	1	0	0	0	0
PB.4362.1	0	1	0	2	1	0	0	3
PB.4363.1	1	1	1	2	0	1	0	0
PB.4363.2	2	0	0	1	0	0	0	0
PB.4363.3	1	0	0	0	0	1	0	0
PB.4366.1	1	1	1	0	0	0	0	0
PB.4366.10	0	1	1	0	0	0	0	1
PB.4366.11	0	0	1	1	0	5	1	0
PB.4366.12	0	1	0	1	0	0	1	0
PB.4366.13	1	1	0	0	0	1	0	0
PB.4366.14	0	0	0	1	0	1	0	0
PB.4366.2	1	2	1	2	1	1	0	0
PB.4366.4	0	1	1	0	0	1	0	0
PB.4366.5	0	0	0	2	3	1	0	0
PB.4366.6	1	1	0	1	0	2	0	1
PB.4366.7	0	1	1	1	0	1	0	0
PB.4366.8	0	0	0	1	1	0	0	0
PB.4366.9	1	1	0	0	0	0	0	0
PB.4367.1	0	2	2	1	1	2	1	0
PB.4367.2	0	0	0	0	0	2	0	0
PB.4368.2	0	1	0	0	1	0	0	0
PB.4368.5	0	1	1	4	0	1	1	0
PB.4368.6	2	1	1	1	0	2	1	1
PB.4368.8	0	0	2	0	4	0	0	0
PB.4369.1	2	4	0	0	0	2	0	3
PB.4369.2	1	1	0	0	0	0	0	0
PB.4370.1	14	19	14	10	4	12	6	6
PB.4370.2	0	1	0	0	1	0	0	0
PB.4370.3	0	0	2	0	0	0	0	0
PB.4370.4	0	0	0	0	0	0	0	2
PB.4371.3	0	1	0	0	1	0	0	0
PB.4372.1	1	1	2	2	5	3	1	2
PB.4372.2	0	2	0	0	0	0	1	0
PB.4373.1	0	1	0	1	0	0	0	0
PB.4373.2	0	0	0	0	1	2	0	0
PB.4374.1	0	0	0	2	0	0	0	0
PB.4375.1	1	1	1	1	1	1	3	0
PB.4376.1	0	1	1	0	0	0	0	0
PB.4376.2	0	0	0	0	0	1	1	0
PB.4377.1	1	0	2	0	3	1	3	0
PB.4377.3	0	0	1	2	0	1	0	0
PB.4378.1	0	0	0	0	2	0	0	0
PB.4378.2	8	16	13	3	22	18	6	6
PB.4378.3	2	2	1	1	1	1	1	1
PB.4379.1	2	0	0	0	0	0	0	0
PB.4380.1	1	1	0	0	0	0	0	0
PB.4381.1	0	0	2	0	0	0	0	0
PB.4382.1	1	2	0	0	0	2	0	0
PB.4382.2	0	0	1	0	0	0	1	0
PB.4383.1	1	1	0	2	0	0	1	0
PB.4383.2	0	0	1	1	0	0	0	0
PB.4385.4	0	0	0	0	0	1	0	1
PB.4386.1	0	0	1	2	0	0	1	0
PB.4386.2	0	0	0	1	1	0	0	0
PB.4387.1	0	0	0	1	1	0	0	0
PB.4388.1	4	1	3	1	1	4	3	4
PB.4388.2	1	0	1	0	0	3	0	1
PB.4389.2	0	0	0	1	0	1	1	1
PB.4389.4	0	0	1	0	0	0	1	0
PB.4390.1	1	1	1	1	1	1	1	0
PB.4391.1	1	1	2	2	1	1	0	1
PB.4392.1	0	1	1	1	1	0	0	0
PB.4392.2	1	0	0	0	0	0	1	0
PB.4392.3	1	0	0	0	1	0	0	0
PB.4393.1	1	0	0	1	0	0	0	0
PB.4394.1	1	0	1	0	1	0	0	0
PB.4394.2	3	2	0	1	0	5	0	1
PB.4394.3	1	4	0	0	0	1	1	0
PB.4395.2	0	1	0	0	0	1	0	0
PB.4395.3	0	1	0	2	0	0	1	0
PB.4395.4	2	1	3	0	1	1	0	1
PB.4395.5	2	0	0	0	1	1	0	1
PB.4396.2	0	2	1	0	0	1	1	1
PB.4396.3	0	0	0	1	1	0	0	0
PB.4396.4	0	1	0	1	0	0	0	0
PB.4396.5	0	0	0	0	1	0	0	1
PB.4397.1	0	0	0	2	0	0	0	0
PB.4398.2	2	0	0	0	0	0	0	0
PB.4398.3	0	2	0	0	0	0	0	0
PB.4398.4	0	1	0	0	1	0	0	0
PB.4398.5	0	0	1	0	0	1	0	0
PB.4399.1	3	1	0	1	0	1	1	0
PB.4399.2	0	0	0	0	1	0	0	1
PB.4400.1	1	0	1	0	0	1	0	0
PB.4400.2	0	0	0	1	0	0	0	1
PB.4406.1	0	0	1	2	2	1	0	1
PB.4408.1	0	0	1	2	1	1	0	0
PB.4408.2	1	0	0	0	1	0	0	0
PB.4409.1	0	0	0	0	0	2	0	1
PB.4409.3	0	1	0	0	1	2	0	1
PB.4409.4	1	0	0	0	0	1	0	0
PB.4409.5	2	2	0	0	1	1	0	0
PB.4409.6	0	0	0	1	1	0	0	0
PB.4409.7	0	0	1	0	0	0	0	1
PB.4410.1	1	0	1	1	0	0	0	0
PB.4410.2	0	0	1	1	1	0	0	2
PB.4410.3	0	1	0	0	0	1	0	0
PB.4411.1	1	0	1	0	0	0	0	0
PB.4411.2	0	2	0	0	2	2	0	0
PB.4411.3	0	0	1	0	1	0	0	0
PB.4412.1	6	3	2	6	3	6	2	5
PB.4413.1	0	0	1	1	0	0	0	1
PB.4416.1	1	0	0	0	1	0	1	0
PB.4418.1	0	0	0	0	1	0	1	0
PB.4419.1	0	1	1	0	0	0	0	0
PB.4419.3	0	0	1	0	0	1	0	0
PB.4420.3	3	5	0	2	1	3	0	3
PB.4420.4	0	0	0	2	1	0	0	0
PB.4421.1	0	0	0	1	1	0	0	1
PB.4422.1	0	2	0	0	0	0	0	0
PB.4424.1	2	5	3	4	3	4	3	4
PB.4426.1	5	4	2	4	0	5	0	1
PB.4429.5	0	1	1	0	0	0	0	0
PB.4429.6	1	0	0	0	0	0	0	1
PB.4430.2	0	0	1	1	0	0	1	0
PB.4431.1	1	2	0	0	1	0	0	0
PB.4431.2	9	19	19	13	19	16	6	10
PB.4431.3	1	1	1	1	1	0	0	0
PB.4431.4	0	2	1	1	0	1	1	0
PB.4431.6	3	3	2	1	1	2	2	1
PB.4431.7	0	0	0	0	1	1	0	0
PB.4433.1	1	0	0	0	0	0	0	1
PB.4435.1	0	0	0	0	0	0	2	0
PB.4436.1	1	0	0	1	0	0	0	0
PB.4437.1	1	1	0	1	0	1	0	5
PB.4438.1	0	0	1	0	1	0	0	1
PB.4441.1	2	3	0	1	0	0	0	0
PB.4442.1	0	1	2	3	0	0	3	3
PB.4442.2	1	0	0	1	0	0	0	0
PB.4443.1	0	0	0	0	2	0	0	0
PB.4444.1	3	1	1	0	0	1	0	2
PB.4444.2	1	0	0	0	0	0	1	0
PB.4445.1	0	0	0	0	1	0	0	1
PB.4445.2	0	2	0	0	1	1	2	2
PB.4446.1	0	0	0	0	0	0	2	0
PB.4447.1	3	3	2	0	2	2	1	0
PB.4448.2	0	0	2	1	0	3	0	0
PB.4449.1	1	2	1	0	0	0	0	0
PB.4450.1	0	0	1	1	0	0	0	0
PB.4450.2	1	0	0	0	0	0	1	0
PB.4451.1	0	0	1	0	0	0	1	0
PB.4451.3	0	0	0	0	0	0	0	2
PB.4452.1	1	1	0	0	0	0	1	0
PB.4454.1	0	0	0	2	0	0	0	1
PB.4455.1	0	0	0	0	0	1	1	0
PB.4456.1	0	0	0	1	0	0	0	2
PB.4456.2	0	0	1	2	0	1	0	0
PB.4456.4	1	1	2	0	1	0	1	0
PB.4456.5	0	0	1	2	0	1	0	1
PB.4457.1	0	0	0	2	0	0	0	0
PB.4458.1	1	0	0	0	0	0	1	0
PB.4458.2	0	1	0	0	1	0	0	0
PB.4459.1	1	0	2	3	1	0	1	1
PB.4459.2	0	1	0	0	1	0	0	0
PB.4460.2	0	0	0	1	0	0	1	0
PB.4461.2	1	4	2	1	1	1	0	0
PB.4462.1	2	4	2	2	3	0	0	3
PB.4463.1	0	0	0	2	1	1	0	0
PB.4463.2	10	11	10	8	12	12	6	5
PB.4464.10	3	0	1	0	0	0	0	0
PB.4464.11	0	0	2	1	0	0	0	0
PB.4464.12	0	1	0	0	0	0	0	2
PB.4464.13	0	0	1	0	0	1	0	0
PB.4464.14	0	1	0	0	0	1	0	0
PB.4464.2	0	0	0	0	0	1	1	0
PB.4464.3	7	17	14	20	8	16	3	18
PB.4464.5	1	1	0	0	0	0	0	0
PB.4464.6	9	8	9	1	2	10	6	8
PB.4464.7	0	0	0	1	1	0	0	0
PB.4464.9	1	0	0	0	0	1	0	1
PB.4465.1	4	5	4	4	3	3	1	4
PB.4465.2	0	1	1	0	0	0	0	0
PB.4466.1	1	0	1	1	0	0	2	1
PB.4466.3	9	15	6	8	7	12	3	4
PB.4466.4	2	0	2	0	1	2	0	0
PB.4467.1	7	9	8	11	6	22	4	5
PB.4467.2	0	0	2	0	0	0	0	0
PB.4468.1	0	0	1	1	0	1	0	0
PB.4469.1	2	0	0	0	0	1	0	1
PB.4470.2	1	0	1	0	1	0	0	1
PB.4471.1	6	6	3	5	3	6	2	7
PB.4471.2	2	1	0	0	0	0	0	1
PB.4472.2	0	1	0	1	0	2	0	0
PB.4472.3	2	0	0	2	2	0	2	0
PB.4472.4	3	6	3	0	1	0	0	0
PB.4472.5	0	0	0	1	0	0	0	1
PB.4472.6	0	1	0	0	1	0	0	0
PB.4472.7	0	1	0	0	0	1	0	0
PB.4472.8	0	0	0	1	2	0	0	0
PB.4473.1	1	0	1	2	1	1	0	4
PB.4473.2	0	1	1	0	0	1	0	1
PB.4474.1	1	0	1	1	0	0	0	0
PB.4475.1	0	0	0	0	0	2	0	0
PB.4475.2	0	0	1	0	1	0	0	0
PB.4476.1	7	2	1	1	2	3	4	1
PB.4477.1	1	0	0	0	1	0	0	0
PB.4477.2	7	17	6	7	11	13	5	6
PB.4477.3	0	1	0	2	0	0	0	0
PB.4478.1	1	0	2	0	0	0	0	0
PB.4478.10	0	0	1	0	0	1	0	0
PB.4478.11	0	0	1	0	0	0	1	0
PB.4478.12	0	2	1	0	1	0	0	1
PB.4478.2	1	0	0	0	0	0	0	1
PB.4478.3	1	0	1	0	0	2	0	2
PB.4478.4	1	0	1	0	0	0	2	1
PB.4478.5	1	1	0	0	0	0	0	1
PB.4478.6	0	1	1	0	0	0	0	0
PB.4478.7	0	0	1	0	0	1	1	0
PB.4478.8	1	0	2	2	0	1	1	0
PB.4478.9	0	0	0	0	0	1	1	0
PB.4479.1	0	1	2	0	1	1	0	0
PB.4480.1	36	21	32	30	20	6	13	11
PB.4480.3	102	62	76	90	50	14	34	39
PB.4480.4	1	5	3	2	1	0	1	0
PB.4480.5	0	2	1	0	3	1	0	0
PB.4480.6	3	3	6	3	4	0	2	0
PB.4480.7	5	5	0	5	1	1	3	3
PB.4480.8	2	6	4	5	4	0	0	2
PB.4480.9	4	2	1	0	0	0	1	0
PB.4481.1	0	0	0	1	0	0	0	2
PB.4481.2	0	1	0	1	0	0	0	0
PB.4481.3	14	6	6	7	2	6	4	3
PB.4482.1	0	1	0	0	0	2	2	0
PB.4483.1	6	2	12	6	9	3	2	7
PB.4483.2	0	0	0	0	2	1	0	0
PB.4483.3	0	0	0	0	1	2	0	0
PB.4484.2	0	0	1	0	0	1	0	0
PB.4484.3	2	2	0	3	6	2	2	2
PB.4485.1	1	1	0	0	0	0	0	0
PB.4486.1	0	2	1	0	1	0	0	0
PB.4486.2	0	1	1	0	0	0	0	0
PB.4486.3	0	2	1	0	0	0	1	0
PB.4486.4	0	0	1	0	1	0	0	0
PB.4486.5	0	0	0	1	0	0	0	1
PB.4487.1	3	4	3	6	8	7	2	3
PB.4489.1	0	1	0	1	2	0	0	0
PB.4493.1	0	1	0	0	1	0	0	0
PB.4493.2	0	0	1	0	0	1	0	0
PB.4495.1	1	1	0	1	2	0	0	0
PB.4496.1	0	1	0	1	2	0	1	1
PB.4496.2	2	2	0	1	2	0	2	1
PB.4497.1	0	0	1	1	0	0	0	1
PB.4497.2	0	0	1	0	0	0	0	1
PB.4498.1	0	0	0	0	0	1	0	1
PB.4499.1	1	0	1	2	0	0	1	1
PB.4500.1	0	0	0	1	0	0	0	2
PB.4500.3	1	3	2	2	0	1	1	0
PB.4501.1	1	2	1	1	2	0	0	1
PB.4501.2	5	4	3	1	7	4	5	2
PB.4501.3	0	1	1	0	0	2	1	0
PB.4502.1	0	1	1	0	0	0	2	1
PB.4502.2	0	1	3	0	0	1	1	0
PB.4502.3	0	0	0	1	1	0	0	0
PB.4502.4	0	1	0	0	0	0	1	0
PB.4503.1	1	0	0	0	1	0	0	0
PB.4503.2	0	1	0	0	0	0	1	0
PB.4503.3	1	1	0	0	0	0	0	0
PB.4504.1	4	1	0	1	0	1	0	5
PB.4504.2	1	2	2	1	1	0	1	1
PB.4504.3	0	1	0	1	0	0	0	0
PB.4505.1	3	5	4	1	1	1	1	2
PB.4506.1	0	0	0	0	1	0	0	1
PB.4506.2	0	0	1	0	0	0	1	0
PB.4506.3	0	1	1	0	0	0	0	0
PB.4507.1	0	0	0	1	0	1	1	0
PB.4507.2	0	0	2	0	0	1	0	2
PB.4508.1	2	0	3	3	0	3	3	3
PB.4509.1	0	0	0	1	0	0	0	1
PB.4510.1	0	3	0	4	1	1	0	0
PB.4512.1	0	0	0	1	1	1	1	0
PB.4512.2	2	0	0	1	0	1	0	0
PB.4512.3	0	1	0	0	0	1	0	0
PB.4512.4	0	1	0	0	1	0	0	0
PB.4512.5	2	5	2	1	0	2	1	0
PB.4513.1	0	3	1	0	0	0	0	1
PB.4514.1	1	1	0	1	1	2	1	1
PB.4514.10	3	1	1	0	0	2	0	2
PB.4514.11	1	1	0	1	0	0	0	1
PB.4514.2	0	3	1	0	3	4	0	0
PB.4514.3	0	0	1	0	0	0	0	1
PB.4514.4	0	1	1	0	1	1	0	0
PB.4514.5	1	2	0	1	0	0	1	0
PB.4514.7	2	1	2	0	3	1	0	1
PB.4514.8	1	1	0	0	1	0	0	1
PB.4515.1	2	0	0	1	0	0	1	0
PB.4516.1	0	1	0	0	0	0	1	0
PB.4518.1	1	1	0	0	0	0	0	0
PB.4519.1	65	77	70	68	69	71	43	38
PB.4520.1	0	0	1	0	0	1	0	0
PB.4522.1	0	1	2	0	0	0	0	2
PB.4523.1	1	0	2	1	0	0	0	1
PB.4523.2	0	0	0	0	0	1	1	0
PB.4524.1	0	0	1	1	0	0	0	1
PB.4525.1	0	2	1	1	0	1	0	0
PB.4525.2	0	1	0	1	0	0	0	0
PB.4526.1	0	0	1	0	0	1	0	0
PB.4526.2	0	1	0	0	0	1	1	0
PB.4526.3	0	2	0	2	0	1	0	0
PB.4526.4	0	0	1	0	0	1	0	0
PB.4526.5	1	1	0	0	0	0	0	0
PB.4527.1	0	0	2	0	0	0	0	0
PB.4527.2	2	0	2	0	1	2	1	2
PB.4527.3	0	0	0	1	0	0	0	1
PB.4527.4	0	1	1	0	0	0	0	0
PB.4528.10	2	1	2	1	0	0	0	2
PB.4528.11	2	0	4	1	0	1	0	1
PB.4528.12	2	1	0	1	0	2	0	0
PB.4528.13	0	2	0	1	0	0	0	1
PB.4528.14	1	3	1	1	1	1	0	2
PB.4528.15	1	3	3	1	1	1	0	0
PB.4528.16	1	0	2	1	1	0	0	1
PB.4528.17	0	1	2	0	3	2	0	0
PB.4528.18	1	1	1	0	0	2	1	0
PB.4528.19	0	0	2	2	1	0	0	0
PB.4528.2	0	0	0	1	0	1	0	0
PB.4528.3	0	0	0	1	0	0	0	1
PB.4528.4	0	0	0	0	0	1	0	1
PB.4528.5	1	0	0	0	2	0	0	0
PB.4528.6	1	0	1	0	0	0	0	0
PB.4528.7	1	1	2	1	1	2	0	1
PB.4528.8	2	5	0	0	2	0	0	1
PB.4529.1	0	0	3	2	0	2	1	0
PB.4530.1	0	0	1	0	0	0	1	0
PB.4530.2	1	2	1	2	1	1	0	0
PB.4530.3	0	0	1	0	0	0	1	0
PB.4530.4	0	1	0	0	1	0	0	0
PB.4530.5	0	1	1	0	0	1	0	1
PB.4532.1	1	5	2	1	1	3	2	1
PB.4532.2	1	2	2	1	1	4	1	2
PB.4533.1	0	0	0	1	0	0	1	0
PB.4534.2	1	4	1	1	0	6	0	1
PB.4535.1	13	11	4	10	3	4	2	3
PB.4535.2	0	1	0	0	0	0	1	0
PB.4535.4	1	1	0	0	1	2	0	2
PB.4535.5	0	0	0	1	0	1	0	0
PB.4535.6	0	1	0	1	1	0	0	0
PB.4536.1	2	2	2	1	0	2	0	2
PB.4536.2	1	0	0	1	0	0	1	0
PB.4536.3	1	1	0	0	0	0	0	0
PB.4537.1	1	0	2	1	1	2	0	3
PB.4538.3	15	10	11	10	7	14	11	11
PB.4538.4	1	1	0	0	0	0	0	1
PB.4538.5	0	1	0	1	0	0	0	1
PB.4538.6	0	1	2	1	0	0	0	0
PB.4538.7	0	1	1	0	0	0	0	0
PB.4539.1	0	4	4	0	2	2	1	1
PB.4540.1	0	0	0	0	1	0	1	0
PB.4541.2	0	2	4	1	0	1	1	1
PB.4541.3	1	0	0	0	0	1	0	0
PB.4542.1	1	0	0	1	0	0	0	0
PB.4542.2	2	5	0	2	0	5	2	5
PB.4543.1	0	0	0	1	1	0	0	0
PB.4544.1	0	1	0	0	0	0	1	0
PB.4545.2	0	3	0	0	0	0	0	0
PB.4546.1	0	2	1	1	1	1	0	0
PB.4546.2	2	6	2	6	0	1	0	1
PB.4547.1	1	4	3	2	1	0	0	3
PB.4547.2	0	1	0	0	0	1	0	0
PB.4547.3	0	0	0	0	0	1	0	1
PB.4549.1	2	0	0	1	1	0	0	0
PB.4550.1	2	1	0	0	1	0	1	0
PB.4551.1	1	0	0	1	0	0	0	0
PB.4552.1	5	6	3	2	7	3	3	1
PB.4552.2	1	0	0	0	0	1	0	0
PB.4553.1	1	0	0	1	1	0	2	0
PB.4554.1	2	1	0	1	1	1	1	0
PB.4555.2	0	0	0	1	0	2	0	0
PB.4557.1	0	0	0	1	1	0	0	0
PB.4558.1	2	3	2	2	3	3	1	0
PB.4559.1	0	0	0	2	0	0	0	0
PB.4560.1	0	0	0	0	0	2	1	0
PB.4561.1	0	0	0	1	1	0	0	0
PB.4561.2	2	8	2	2	2	1	1	1
PB.4561.3	1	0	1	0	0	0	0	0
PB.4562.1	0	1	1	1	1	0	0	1
PB.4562.2	1	0	0	1	2	1	0	0
PB.4562.4	2	1	7	6	8	4	4	5
PB.4563.1	1	2	0	3	0	1	0	1
PB.4563.2	0	0	0	1	1	2	0	0
PB.4563.3	0	1	1	0	0	0	0	0
PB.4563.4	0	0	1	0	0	0	1	0
PB.4564.1	1	0	1	5	2	0	0	0
PB.4564.3	0	0	1	0	0	0	0	1
PB.4565.1	0	1	0	0	1	0	0	0
PB.4565.2	0	0	0	0	0	0	1	1
PB.4566.1	0	1	1	1	1	3	0	0
PB.4566.3	7	8	5	4	10	9	6	5
PB.4567.1	3	0	1	3	0	0	0	0
PB.4568.1	0	0	0	1	0	1	0	0
PB.4570.1	0	1	1	1	0	0	0	0
PB.4570.3	0	2	1	0	0	1	0	0
